DATA_CENTER_BUILDING_NAME,PROVIDER_NAME,Company_Size,TOT_POWER_MW,County,county_population,county_population_density,county_median_household_income,county_electricity_generation_GWh_04_25_to_04_26,county_commercial_electricity_consumption_mmbtu,county_commercial_natural_gas_consumption_mmbtu,Annual_Water_Volume_Million_Gallons
Richmond Data Center,Cogent Communications,5000,0.6675,Henrico County,335744.0,1476.60683760684,88783.0,222.0,9363282.38556711,4538296.68109097,9515.8
Herndon Data Center,Cogent Communications,5000,,Fairfax County,1147837.0,3007.51918158568,153637.0,730.3,32056382.3179303,11893697.8251472,2682.082984090910
Vienna Data Center,Cogent Communications,5000,0.5,Fairfax County,1147837.0,3007.51918158568,153637.0,730.3,32056382.3179303,11893697.8251472,2682.082984090910
ASH1 Ashburn Data Center,Cologix,500,120.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
PTP Data Center 1,Company Not Disclosed,,32.5,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
PTP Data Center 2,Company Not Disclosed,,32.5,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Loudoun County I  Northern Virginia Building 2,Compass Datacenters,500,14.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Loudoun County I  Northern Virginia Building 1,Compass Datacenters,500,14.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Loudoun County I  Northern Virginia Building 3,Compass Datacenters,500,13.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Loudoun County I  Northern Virginia Building 4,Compass Datacenters,500,11.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Loudoun County I  Northern Virginia Building 5,Compass Datacenters,500,27.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AI Data Center - VA3 Reston,CoreSite,1000,92.337,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
VA1 Reston Data Center,CoreSite,1000,15.623,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
VA2 Reston Data Center,CoreSite,1000,15.114,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
NVA9 Northern Virginia Data Center,CyrusOne,1000,135.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
PowerHouse ABX-1,CyrusOne,1000,60.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
NVA6 Northern Virginia Sterling Data Center,CyrusOne,1000,38.126,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
NVA7 Northern Virginia Sterling Data Center,CyrusOne,1000,15.602,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
NVA5 Northern Virginia Sterling Data Center,CyrusOne,1000,71.532,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
NVA4 Northern Virginia Sterling Data Center,CyrusOne,1000,12.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
"NVA1, NVA2 & NVA3 Northern Virginia Sterling Data Center",CyrusOne,1000,48.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
NVA8 Northern Virginia Data Center,CyrusOne,1000,24.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
IAD3 - Ashburn Campus Data Center,DataBank,1000,40.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
IAD1 - Ashburn Data Center,DataBank,1000,9.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
IAD2 - McLean Data Center,DataBank,1000,3.0,Fairfax County,1147837.0,3007.51918158568,153637.0,730.3,32056382.3179303,11893697.8251472,2682.082984090910
VA4 Bristow Data Center,Digital Realty,3936,24.769,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Digital Realty 9905 Godwin,Digital Realty,3936,9.5707,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Data Center 7,Digital Realty,3936,96.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Northern Virginia IAD14 Data Center,Digital Realty,3936,12.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Northern Virginia IAD23 Data Center,Digital Realty,3936,4.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Northern Virginia IAD13 Data Center,Digital Realty,3936,12.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Northern Virginia IAD24 Data Center,Digital Realty,3936,10.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Northern Virginia IAD12 Data Center,Digital Realty,3936,16.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Northern Virginia IAD35 Data Center,Digital Realty,3936,13.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Northern Virginia IAD36 Data Center,Digital Realty,3936,36.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Northern Virginia IAD37 Data Center,Digital Realty,3936,44.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Northern Virginia IAD38 Data Center,Digital Realty,3936,26.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Northern Virginia IAD40 Data Center,Digital Realty,3936,24.138,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Northern Virginia IAD39 Data Center,Digital Realty,3936,87.839,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Northern Virginia ACC9 Data Center,Digital Realty,3936,36.949,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Northern Virginia ACC7 Data Center,Digital Realty,3936,52.092,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Northern Virginia ACC10 Data Center,Digital Realty,3936,30.69,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Northern Virginia ACC6 Data Center,Digital Realty,3936,54.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Northern Virginia ACC5 Data Center,Digital Realty,3936,34.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Northern Virginia ACC4 Data Center,Digital Realty,3936,36.0,Arlington County,236254.0,9545.19230769231,142114.0,,9451391.43119898,3735052.05133861,
Northern Virginia ACC3 Data Center,Digital Realty,3936,10.758,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Northern Virginia ACC2 Data Center,Digital Realty,3936,24.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Northern Virginia IAD41 Data Center,Digital Realty,3936,82.869,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Northern Virginia IAD42 Data Center,Digital Realty,3936,54.418,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Wells Fargo Bank Data Center ,Digital Realty,3936,13.9725,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Northern Virginia VA3 Data Center,Digital Realty,3936,34.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
RIC01 Richmond Data Center,EdgeConnex,500,1.0,Henrico County,335744.0,1476.60683760684,88783.0,222.0,9363282.38556711,4538296.68109097,9515.8
NOR01 Norfolk Data Center,EdgeConnex,500,0.75,Chesapeake City,252583.0,757.082840236686,95373.0,492.4,4956635.31608456,2039234.013,244.52572727272700
CU4 Culpeper Data Center,Equinix,13716,25.0,Culpeper County,54397.0,154.554089709763,100049.0,0.443,870178.495,419328.178187262,41.04468685714290
CU3 Culpeper Data Center,Equinix,13716,15.0,Culpeper County,54397.0,154.554089709763,100049.0,0.443,870178.495,419328.178187262,41.04468685714290
CU1 Culpeper Data Center,Equinix,13716,11.0,Culpeper County,54397.0,154.554089709763,100049.0,0.443,870178.495,419328.178187262,41.04468685714290
CU2 Culpeper Data Center,Equinix,13716,11.0,Culpeper County,54397.0,154.554089709763,100049.0,0.443,870178.495,419328.178187262,41.04468685714290
DC14 Manassas Data Center,Equinix,13716,12.3145,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
DC13 Ashburn Data Center,Equinix,13716,12.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
DC4 Ashburn Data Center,Equinix,13716,6.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
DC5 Ashburn Data Center,Equinix,13716,6.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
DC3 Ashburn Data Center,Equinix,13716,5.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
DC1 Ashburn Data Center,Equinix,13716,2.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
DC2 Ashburn Data Center,Equinix,13716,4.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
DC6 Ashburn Data Center,Equinix,13716,7.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
DC11 Ashburn Data Center,Equinix,13716,4.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
DC21 Ashburn Data Center,Equinix,13716,12.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
DC16 Ashburn Data Center,Equinix,13716,9.597,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
DC10 Ashburn Data Center,Equinix,13716,6.5736,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
DC12 Ashburn Data Center,Equinix,13716,13.3395,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
DC15 Ashburn Data Center,Equinix,13716,14.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
DC7 Vienna Data Center,Equinix,13716,2.0,Fairfax County,1147837.0,3007.51918158568,153637.0,730.3,32056382.3179303,11893697.8251472,2682.082984090910
Henrico Data Center Building 1,Facebook,78865,55.25,Henrico County,335744.0,1476.60683760684,88783.0,222.0,9363282.38556711,4538296.68109097,9515.8
Henrico Data Center Building 2,Facebook,78865,55.25,Henrico County,335744.0,1476.60683760684,88783.0,222.0,9363282.38556711,4538296.68109097,9515.8
Henrico Data Center Building 3,Facebook,78865,55.25,Henrico County,335744.0,1476.60683760684,88783.0,222.0,9363282.38556711,4538296.68109097,9515.8
Henrico Data Center Building 4,Facebook,78865,55.25,Henrico County,335744.0,1476.60683760684,88783.0,222.0,9363282.38556711,4538296.68109097,9515.8
Henrico Data Center Building 5,Facebook,78865,55.25,Henrico County,335744.0,1476.60683760684,88783.0,222.0,9363282.38556711,4538296.68109097,9515.8
Richmond Data Center,Flexential,1000,2.0,Henrico County,335744.0,1476.60683760684,88783.0,222.0,9363282.38556711,4538296.68109097,9515.8
Google Prince William County - Building 3,Google,190820,88.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Google Prince William County - Building 2,Google,190820,88.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Google Prince William County - Building 1,Google,190820,88.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Google Loudoun County Data Center 2,Google,190820,28.635,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Google Loudoun County Data Center 1,Google,190820,28.635,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Google Arcola Data Center Building 2,Google,190820,88.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Google Arcola Data Center Building 1,Google,190820,40.6581818181818,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Google Cloud Plaza Data Center ,Google,190820,41.2281818181818,Fairfax County,1147837.0,3007.51918158568,153637.0,730.3,32056382.3179303,11893697.8251472,2682.082984090910
McLean 1 Data Center,Lumen,24000,3.6805,Fairfax County,1147837.0,3007.51918158568,153637.0,730.3,32056382.3179303,11893697.8251472,2682.082984090910
Microsoft Data Center Boydton Building 9,Microsoft,228000,42.0,Mecklenburg County,30516.0,49.096,57045.0,790.3,718443.785469246,287944.627043012,47.276626666666700
Microsoft Data Center Boydton Building 7,Microsoft,228000,24.0,Mecklenburg County,30516.0,49.096,57045.0,790.3,718443.785469246,287944.627043012,47.276626666666700
Microsoft Data Center Boydton Building 5,Microsoft,228000,24.0,Mecklenburg County,30516.0,49.096,57045.0,790.3,718443.785469246,287944.627043012,47.276626666666700
Microsoft Data Center Boydton Building 10,Microsoft,228000,42.0,Mecklenburg County,30516.0,49.096,57045.0,790.3,718443.785469246,287944.627043012,47.276626666666700
Microsoft Data Center Boydton Building 3,Microsoft,228000,24.0,Mecklenburg County,30516.0,49.096,57045.0,790.3,718443.785469246,287944.627043012,47.276626666666700
Microsoft Data Center Boydton Building 2,Microsoft,228000,30.0,Mecklenburg County,30516.0,49.096,57045.0,790.3,718443.785469246,287944.627043012,47.276626666666700
Microsoft Data Center Boydton Building 8,Microsoft,228000,24.0,Mecklenburg County,30516.0,49.096,57045.0,790.3,718443.785469246,287944.627043012,47.276626666666700
Microsoft Data Center Boydton Building 11,Microsoft,228000,18.0,Mecklenburg County,30516.0,49.096,57045.0,790.3,718443.785469246,287944.627043012,47.276626666666700
Microsoft Data Center Boydton Building 6,Microsoft,228000,24.0,Mecklenburg County,30516.0,49.096,57045.0,790.3,718443.785469246,287944.627043012,47.276626666666700
Microsoft Data Center Boydton Building 4,Microsoft,228000,24.0,Mecklenburg County,30516.0,49.096,57045.0,790.3,718443.785469246,287944.627043012,47.276626666666700
Microsoft Data Center Boydton Building 1,Microsoft,228000,66.0,Mecklenburg County,30516.0,49.096,57045.0,790.3,718443.785469246,287944.627043012,47.276626666666700
Microsoft Data Center Boydton Building 12,Microsoft,228000,24.0,Mecklenburg County,30516.0,49.096,57045.0,790.3,718443.785469246,287944.627043012,47.276626666666700
Microsoft Data Center Boydton Building 1,Microsoft,228000,54.0,Mecklenburg County,30516.0,49.096,57045.0,790.3,718443.785469246,287944.627043012,47.276626666666700
Microsoft Data Center Boydton Building 2,Microsoft,228000,54.0,Mecklenburg County,30516.0,49.096,57045.0,790.3,718443.785469246,287944.627043012,47.276626666666700
Microsoft Prison Rd Data Center Building 1,Microsoft,228000,54.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Microsoft Data Center Boydton Building 3,Microsoft,228000,54.0,Mecklenburg County,30516.0,49.096,57045.0,790.3,718443.785469246,287944.627043012,47.276626666666700
Microsoft Prison Rd Data Center Building 5,Microsoft,228000,54.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Microsoft Prison Rd Data Center Building 2,Microsoft,228000,54.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Microsoft Data Center Boydton Building 4,Microsoft,228000,54.0,Mecklenburg County,30516.0,49.096,57045.0,790.3,718443.785469246,287944.627043012,47.276626666666700
Microsoft Prison Rd Data Center Building 3,Microsoft,228000,54.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Microsoft Prison Rd Data Center Building 6,Microsoft,228000,54.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Microsoft Prison Rd Data Center Building 4,Microsoft,228000,54.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Microsoft Data Center Boydton Building 1,Microsoft,228000,54.0,Mecklenburg County,30516.0,49.096,57045.0,790.3,718443.785469246,287944.627043012,47.276626666666700
Microsoft Hillcrest Building 1,Microsoft,228000,30.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Microsoft - 19515 Compass Creek (IAD1-1),Microsoft,228000,30.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Microsoft - 19525 Compass Creek (IAD1-2),Microsoft,228000,18.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Microsoft - 41730 Inclusion Ln (IAD3),Microsoft,228000,54.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Microsoft - 41720 Inclusion Ln (IAD2),Microsoft,228000,54.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Microsoft - 41700 Inclusion Ln (IAD4),Microsoft,228000,54.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Microsoft - Growth Mindset Ln (IAD11),Microsoft,228000,54.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
VA10 Gainesville Data Center,NTT Global Data Centers,1000,125.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
VA8 Ashburn Data Center,NTT Global Data Centers,1000,,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
VA6 Ashburn Data Center,NTT Global Data Centers,1000,24.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
VA5 Ashburn Data Center,NTT Global Data Centers,1000,32.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
VA4 Ashburn Data Center,NTT Global Data Centers,1000,32.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
VA3 Ashburn Data Center,NTT Global Data Centers,1000,16.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
VA2 Ashburn Data Center,NTT Global Data Centers,1000,14.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
VA1 Ashburn Data Center,NTT Global Data Centers,1000,12.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Manassas 3 Data Center,QTS Data Centers,5000,42.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Manassas 1 Data Center,QTS Data Centers,5000,9.8226,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Manassas 2 Data Center,QTS Data Centers,5000,9.69749999999999,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Ashburn - Shellhorn ASH3 Data Center Building 1,QTS Data Centers,5000,42.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Ashburn - Shellhorn ASH3 Data Center Building 2,QTS Data Centers,5000,42.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Ashburn - Lockridge Data Center DC2,QTS Data Centers,5000,40.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Ashburn - Lockridge Data Center DC1,QTS Data Centers,5000,40.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Ashburn - Broderick Data Center,QTS Data Centers,5000,36.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Ashburn - Moran Data Center,QTS Data Centers,5000,4.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
RIC3 DC1,QTS Data Centers,5000,12.8625,Chesterfield County,377869.0,950.596698113208,101931.0,2100.0,6673889.97843701,2896243.53661473,7893.9585
Richmond 2 Data Center DC6,QTS Data Centers,5000,12.8625,Chesterfield County,377869.0,950.596698113208,101931.0,2100.0,6673889.97843701,2896243.53661473,7893.9585
Richmond 2 Data Center DC5,QTS Data Centers,5000,12.8625,Chesterfield County,377869.0,950.596698113208,101931.0,2100.0,6673889.97843701,2896243.53661473,7893.9585
Richmond 2 Data Center DC4,QTS Data Centers,5000,12.8625,Henrico County,335744.0,1476.60683760684,88783.0,222.0,9363282.38556711,4538296.68109097,9515.8
Richmond 1 Data Center DC1,QTS Data Centers,5000,35.0,Henrico County,335744.0,1476.60683760684,88783.0,222.0,9363282.38556711,4538296.68109097,9515.8
Richmond 1 Data Center DC2,QTS Data Centers,5000,35.0,Chesterfield County,377869.0,950.596698113208,101931.0,2100.0,6673889.97843701,2896243.53661473,7893.9585
Richmond 1 Data Center DC3,QTS Data Centers,5000,35.0,Henrico County,335744.0,1476.60683760684,88783.0,222.0,9363282.38556711,4538296.68109097,9515.8
RIC2 DC5,QTS Data Centers,5000,12.8625,Henrico County,335744.0,1476.60683760684,88783.0,222.0,9363282.38556711,4538296.68109097,9515.8
RIC2 DC3,QTS Data Centers,5000,12.8625,Arlington County,236254.0,9545.19230769231,142114.0,,9451391.43119898,3735052.05133861,
RIC2 DC2,QTS Data Centers,5000,12.8625,Henrico County,335744.0,1476.60683760684,88783.0,222.0,9363282.38556711,4538296.68109097,9515.8
RIC2 DC1,QTS Data Centers,5000,12.8625,Henrico County,335744.0,1476.60683760684,88783.0,222.0,9363282.38556711,4538296.68109097,9515.8
NVA06 - Northern Virginia Data Center Building 1,STACK Infrastructure,5000,48.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
NVA02E - Northern Virginia Data Center,STACK Infrastructure,5000,36.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
NVA02D - Northern Virginia Data Center,STACK Infrastructure,5000,36.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
NVA02A - Northern Virginia Data Center,STACK Infrastructure,5000,40.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
NVA02B - Northern Virginia Data Center,STACK Infrastructure,5000,40.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
NVA02C - Northern Virginia Data Center,STACK Infrastructure,5000,2.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
NVA05A - Northern Virginia Data Center,STACK Infrastructure,5000,36.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
NVA01A - Northern Virginia Data Center,STACK Infrastructure,5000,17.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
VA3-31 Ashburn Data Center Building 1,Vantage Data Centers,5000,11.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
VA1 Ashburn Data Center Building 3,Vantage Data Centers,5000,35.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
VA1 Ashburn Data Center Building 4,Vantage Data Centers,5000,35.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
VA1 Ashburn Data Center Building 2,Vantage Data Centers,5000,35.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
VA1 Ashburn Data Center Building 1,Vantage Data Centers,5000,35.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
VA2 Ashburn Data Center Building 3,Vantage Data Centers,5000,28.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
VA2 Ashburn Data Center Building 2,Vantage Data Centers,5000,40.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
VA2 Ashburn Data Center Building 1,Vantage Data Centers,5000,28.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Windstream Innsbrook,Windstream,11000,,Henrico County,335744.0,1476.60683760684,88783.0,222.0,9363282.38556711,4538296.68109097,9515.8
Windstream Ashburn,Windstream,11000,,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Windstream Sterling,Windstream,11000,1.0508,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AVAIO Appomattox Data Center,AVAIO Digital,50,,Appomattox County,16610.0,51.9191616766467,62853.0,31.2,170219.002879619,78337.2341143506,0.0
Clarksville - AI Data Center 2,TECfusions,200,220.0,Mecklenburg County,30516.0,49.096,57045.0,790.3,718443.785469246,287944.627043012,47.276626666666700
Project Tallmadge Data Center 1,Takanock,50,,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Project Tallmadge Data Center 2,Takanock,50,,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Convergent Data Center 1,Headwaters Site Development LLC,10,60.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
