DATA_CENTER_BUILDING_NAME,PROVIDER_NAME,Company_Size,TOT_POWER_MW,County,county_population,county_population_density,county_median_household_income,county_electricity_generation_GWh_04_25_to_04_26,county_commercial_electricity_consumption_mmbtu,county_commercial_natural_gas_consumption_mmbtu,Annual_Water_Volume_Million_Gallons
AWS Summit Crossing Building 5,Amazon AWS,1576000,66.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AWS Summit Crossing Building 1,Amazon AWS,1576000,66.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
AWS Summit Crossing Building 4,Amazon AWS,1576000,66.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
AWS Summit Crossing Building 7,Amazon AWS,1576000,66.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
AWS Summit Crossing Building 2,Amazon AWS,1576000,66.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
AWS Summit Crossing Building 3,Amazon AWS,1576000,66.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Amazon AWS IAD503 -  EDS Building 4,Amazon AWS,1576000,45.58,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Amazon AWS Nokes Blvd - Building 1,Amazon AWS,1576000,39.1977777777778,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Amazon AWS Nokes Blvd - Building 3,Amazon AWS,1576000,66.9973433678465,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Amazon AWS Nokes Blvd - Building 4,Amazon AWS,1576000,66.9973433678465,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Amazon AWS Nokes Blvd - Building 2,Amazon AWS,1576000,39.1977777777778,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
CLP 1 Northern Virginia,CloudHQ,500,50.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
CLP 2 Northern Virginia,CloudHQ,500,50.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
CLP 3 Northern Virginia,CloudHQ,500,42.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
MCC7 Northern Virginia,CloudHQ,500,36.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
MCC3 Northern Virginia,CloudHQ,500,60.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
MCC6Z Northern Virginia,CloudHQ,500,40.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
MCC4 Northern Virginia,CloudHQ,500,60.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
MCC5 Northern Virginia,CloudHQ,500,60.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
LC12 Northern Virginia,CloudHQ,500,108.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
LC13 Northern Virginia,CloudHQ,500,108.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
LC14 Northern Virginia,CloudHQ,500,108.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
LC10 Northern Virginia,CloudHQ,500,108.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
LC9 Northern Virginia,CloudHQ,500,108.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
LC5 Northern Virginia,CloudHQ,500,36.48,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
ASH2 Ashburn Data Center,Cologix,500,85.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Copper Ridge Data Center 3,Company Not Disclosed,,75.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Copper Ridge Data Center 8,Company Not Disclosed,,75.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Copper Ridge Data Center 1,Company Not Disclosed,,75.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Copper Ridge Data Center 6,Company Not Disclosed,,75.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Copper Ridge Data Center 2,Company Not Disclosed,,75.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Copper Ridge Data Center 7,Company Not Disclosed,,75.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Copper Ridge Data Center 4,Company Not Disclosed,,75.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Copper Ridge Data Center 5,Company Not Disclosed,,75.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
CTP Data Center 6,Company Not Disclosed,,60.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
CTP Data Center 4,Company Not Disclosed,,60.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
CTP Data Center 5,Company Not Disclosed,,60.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
CTP Data Center 1,Company Not Disclosed,,60.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
CTP Data Center 7,Company Not Disclosed,,60.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
CTP Data Center 2,Company Not Disclosed,,60.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
CTP Data Center 3,Company Not Disclosed,,60.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
CTP Data Center 8,Company Not Disclosed,,60.0,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Red Ace Data Center 2,Company Not Disclosed,,54.384,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Red Ace Data Center 1,Company Not Disclosed,,54.384,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Topaz Substation Campus,Company Not Disclosed,,300.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
 Amethyst Substation Data Center,Company Not Disclosed,,300.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Garnet Substation Data Center Campus,Company Not Disclosed,,300.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Data Center 3,Company Not Disclosed,,100.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Data Center 1,Company Not Disclosed,,100.0,,,,,,,,
Data Center 2,Company Not Disclosed,,100.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Hunter Trust Data Center 9,Company Not Disclosed,,111.3,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Hunter Trust Data Center 6,Company Not Disclosed,,111.3,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Hunter Trust Data Center 1,Company Not Disclosed,,111.3,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Hunter Trust Data Center 4,Company Not Disclosed,,111.3,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Hunter Trust Data Center 7,Company Not Disclosed,,111.3,Culpeper County,54397.0,154.554089709763,100049.0,0.443,870178.495,419328.178187262,41.04468685714290
Hunter Trust Data Center 5,Company Not Disclosed,,111.3,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Hunter Trust Data Center 3,Company Not Disclosed,,111.3,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Hunter Trust Data Center 8,Company Not Disclosed,,111.3,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Hunter Trust Data Center 10,Company Not Disclosed,,111.3,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Hunter Trust Data Center 2,Company Not Disclosed,,111.3,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
SVTP Data Center 1,Company Not Disclosed,,49.83,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
SVTP Data Center 6,Company Not Disclosed,,49.97,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
SVTP Data Center 5,Company Not Disclosed,,49.97,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
SVTP Data Center 4,Company Not Disclosed,,49.97,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
SVTP Data Center 2,Company Not Disclosed,,49.83,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
SVTP Data Center 11,Company Not Disclosed,,49.97,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
SVTP Data Center 7,Company Not Disclosed,,49.97,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
SVTP Data Center 3,Company Not Disclosed,,49.738,Fairfax County,1147837.0,3007.51918158568,153637.0,730.3,32056382.3179303,11893697.8251472,2682.082984090910
SVTP Data Center 8,Company Not Disclosed,,49.97,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
SVTP Data Center 9,Company Not Disclosed,,49.97,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
SVTP Data Center 13,Company Not Disclosed,,49.99,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
SVTP Data Center 10,Company Not Disclosed,,49.97,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
SVTP Data Center 12,Company Not Disclosed,,49.97,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Data Center 3,Company Not Disclosed,,100.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Data Center 2,Company Not Disclosed,,100.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Data Center 1,Company Not Disclosed,,100.0,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Cross Mill Center,Company Not Disclosed,,61.84,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Building B,Company Not Disclosed,,71.459,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Building A,Company Not Disclosed,,71.459,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Blaisdell Data Center 2,Company Not Disclosed,,71.125,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Blaisdell Data Center 1,Company Not Disclosed,,71.125,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Blaisdell Data Center 3,Company Not Disclosed,,71.125,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Telos Data Center ,Company Not Disclosed,,62.656,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Enon Technology Data Center 2,Company Not Disclosed,,63.979,Frederick County,95008.0,246.319612590799,97606.0,476.7,1667220.65831558,1038978.40442939,167.3268750625
Enon Technology Data Center 5,Company Not Disclosed,,63.979,Fredericksburg City,28873.0,3080.1,86071.0,,1704779.72769273,853008.375332929,
Enon Technology Data Center 1,Company Not Disclosed,,63.979,Greene County,21155.0,142.397435897436,89808.0,,202723.02004242,104435.871272041,249.99400000000000
Enon Technology Data Center 3,Company Not Disclosed,,63.979,Fairfax County,1147837.0,3007.51918158568,153637.0,730.3,32056382.3179303,11893697.8251472,2682.082984090910
Enon Technology Data Center 6,Company Not Disclosed,,63.979,Frederick County,95008.0,246.319612590799,97606.0,476.7,1667220.65831558,1038978.40442939,167.3268750625
Enon Technology Data Center 4,Company Not Disclosed,,63.979,Fairfax County,1147837.0,3007.51918158568,153637.0,730.3,32056382.3179303,11893697.8251472,2682.082984090910
Pemberton Tech Center Building 1,Company Not Disclosed,,48.165,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Pemberton Tech Center Building 3,Company Not Disclosed,,48.165,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Pemberton Tech Center Building 2,Company Not Disclosed,,48.165,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Ashbrook Tech Center Building 3,Company Not Disclosed,,32.47,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Ashbrook Tech Center Building 2,Company Not Disclosed,,32.47,Chesterfield County,377869.0,950.596698113208,101931.0,2100.0,6673889.97843701,2896243.53661473,7893.9585
Ashbrook Tech Center Building 1,Company Not Disclosed,,32.47,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Stonecroft Data Center,Company Not Disclosed,,,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Cranes Corner Data Center 1,Company Not Disclosed,,59.35,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Cranes Corner Data Center 2,Company Not Disclosed,,59.35,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Cranes Corner Data Center 3,Company Not Disclosed,,59.35,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
GWV Data Center 14,Company Not Disclosed,,61.99,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
GWV Data Center 4,Company Not Disclosed,,61.99,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
GWV Data Center 2,Company Not Disclosed,,61.99,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
GWV Data Center 19,Company Not Disclosed,,61.99,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
GWV Data Center 11,Company Not Disclosed,,61.99,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
GWV Data Center 3,Company Not Disclosed,,61.99,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
GWV Data Center 16,Company Not Disclosed,,61.99,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
GWV Data Center 9,Company Not Disclosed,,61.99,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
GWV Data Center 17,Company Not Disclosed,,61.99,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
GWV Data Center 18,Company Not Disclosed,,61.99,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
GWV Data Center 13,Company Not Disclosed,,61.99,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
GWV Data Center 7,Company Not Disclosed,,61.99,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
GWV Data Center 8,Company Not Disclosed,,61.99,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
GWV Data Center 5,Company Not Disclosed,,61.99,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
GWV Data Center 12,Company Not Disclosed,,61.99,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
GWV Data Center 10,Company Not Disclosed,,61.99,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
GWV Data Center 15,Company Not Disclosed,,61.99,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
GWV Data Center 6,Company Not Disclosed,,61.99,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
GWV Data Center 1,Company Not Disclosed,,61.99,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Building A,Company Not Disclosed,,69.469,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Building C,Company Not Disclosed,,59.12,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Building B,Company Not Disclosed,,62.07,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Loundon Data Center,Company Not Disclosed,,,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Data Center 2,Company Not Disclosed,,89.32,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Data Center 1,Company Not Disclosed,,90.86,,,,,,,,
Austin Ridge Data Center 3,Company Not Disclosed,,61.631,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Austin Ridge Data Center 4,Company Not Disclosed,,55.604,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Austin Ridge Data Center 2,Company Not Disclosed,,61.631,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Austin Ridge Data Center 1,Company Not Disclosed,,74.765,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Potomac Creek Data Center 1,Company Not Disclosed,,64.772,Stafford County,163466.0,642.446096654275,137807.0,2.1,2093514.84855003,926207.793999819,1578.4113333333300
Potomac Creek Data Center 3,Company Not Disclosed,,64.772,Stafford County,163466.0,642.446096654275,137807.0,2.1,2093514.84855003,926207.793999819,1578.4113333333300
Potomac Creek Data Center 2,Company Not Disclosed,,64.772,Stafford County,163466.0,642.446096654275,137807.0,2.1,2093514.84855003,926207.793999819,1578.4113333333300
Accokeek Data Center 3,Company Not Disclosed,,46.28,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Accokeek Data Center 1,Company Not Disclosed,,46.28,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Accokeek Data Center 2,Company Not Disclosed,,46.28,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
 DULLES DESIGN DATA CENTER,Company Not Disclosed,,47.845,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Building A,Company Not Disclosed,,64.907,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Building B,Company Not Disclosed,,64.907,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Building C,Company Not Disclosed,,64.907,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Silverbrook Data Center 2,Company Not Disclosed,,12.5576,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Silverbrook Data Center 1,Company Not Disclosed,,12.5576,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Forest Lane Data Center 20,Company Not Disclosed,,61.797,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Forest Lane Data Center 16,Company Not Disclosed,,61.797,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Forest Lane Data Center 19,Company Not Disclosed,,61.797,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Forest Lane Data Center 5,Company Not Disclosed,,61.797,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Forest Lane Data Center 2,Company Not Disclosed,,61.797,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Forest Lane Data Center 17,Company Not Disclosed,,61.797,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Forest Lane Data Center 6,Company Not Disclosed,,61.797,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Forest Lane Data Center 7,Company Not Disclosed,,61.797,Fairfax County,1147837.0,3007.51918158568,153637.0,730.3,32056382.3179303,11893697.8251472,2682.082984090910
Forest Lane Data Center 8,Company Not Disclosed,,61.797,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Forest Lane Data Center 10,Company Not Disclosed,,61.797,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Forest Lane Data Center 3,Company Not Disclosed,,61.797,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Forest Lane Data Center 4,Company Not Disclosed,,61.797,Prince William County,488880.0,1515.16417910448,131402.0,2900.0,7050735.87553047,3122210.37711037,2673.7709
Forest Lane Data Center 12,Company Not Disclosed,,61.797,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Forest Lane Data Center 11,Company Not Disclosed,,61.797,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Forest Lane Data Center 1,Company Not Disclosed,,61.797,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Forest Lane Data Center 9,Company Not Disclosed,,61.797,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Forest Lane Data Center 15,Company Not Disclosed,,61.797,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Forest Lane Data Center 14,Company Not Disclosed,,61.797,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Forest Lane Data Center 13,Company Not Disclosed,,61.797,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Forest Lane Data Center 18,Company Not Disclosed,,61.797,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Sisson South Data Center 9,Company Not Disclosed,,45.585,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Sisson South Data Center 2,Company Not Disclosed,,45.585,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Sisson South Data Center 6,Company Not Disclosed,,45.585,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Sisson South Data Center 4,Company Not Disclosed,,45.585,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Sisson South Data Center 8,Company Not Disclosed,,45.585,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Sisson South Data Center 10,Company Not Disclosed,,45.585,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Sisson South Data Center 7,Company Not Disclosed,,45.585,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Sisson South Data Center 11,Company Not Disclosed,,45.585,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Sisson South Data Center 5,Company Not Disclosed,,45.585,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Sisson South Data Center 1,Company Not Disclosed,,45.585,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Sisson South Data Center 3,Company Not Disclosed,,45.585,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Sisson North Data Center 1,Company Not Disclosed,,45.585,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Sisson North Data Center 5,Company Not Disclosed,,45.585,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Sisson North Data Center 4,Company Not Disclosed,,45.585,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
Sisson North Data Center 3,Company Not Disclosed,,45.585,Loudoun County,432998.0,883.234496124031,181765.0,4800.0,11569533.5860183,4670980.2717071,96.84187700000000
